mediadive_id	name	complex_medium	source	link	min_pH	max_pH	reference	description	solutions	ingredents
mediadive.medium:636	ISP MEDIUM 2 WITH 5% NaCl	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium636.pdf	7.3	7.5			{1357: 'Main sol. 636'}	{'Yeast extract': 'CAS-RN:8013-01-2', 'Malt extract': 'CAS-RN:8002-48-0', 'Dextrose': 'CHEBI:4167', 'Agar': 'CHEBI:2509', 'NaCl': 'CHEBI:26710', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:637	STANDARD I + MALT AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium637.pdf	7.2	7.2			{1358: 'Main sol. 637'}	{'Standard I Broth': 'mediadive.ingredient:630', 'Malt extract': 'CAS-RN:8002-48-0', 'CaCO3': 'CHEBI:3311', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:638	LACTOBACILLUS MEDIUM III	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium638.pdf	6.3	6.3			{1359: 'Main sol. 638'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Meat extract': 'mediadive.ingredient:2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'Fructose': 'CHEBI:28757', 'Maltose': 'CHEBI:17306', 'Na-gluconate': 'CHEBI:84997', 'Na-acetate x 3 H2O': 'CAS-RN:6131-90-4', '(NH4)2 citrate': 'CAS-RN:3012-65-5', 'K2HPO4 x 3 H2O': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x 4 H2O': 'CHEBI:86358', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Tween 80': 'CHEBI:53426', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:639	MEDIUM WITH THIAZOLE	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium639.pdf					{1360: 'Main sol. 639', 1361: 'Solution A', 1362: 'Solution B', 1363: 'Solution C'}	{'Solution A': 'mediadive.solution:1361', 'Solution B': 'mediadive.solution:1362', 'Solution C': 'mediadive.solution:1363', 'Benzothiazole': 'CAS-RN:95-16-9', 'NaOH': 'CHEBI:32145', 'KH2PO4': 'CHEBI:63036', 'Distilled water': 'CHEBI:15377', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'FeCl3': 'CHEBI:30808'}
mediadive.medium:640	CALDICELLULOSIRUPTOR MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium640.pdf	7.2	7.2			{1364: 'Main sol. 640', 595: 'Trace element solution SL-10'}	{'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace element solution SL-10': 'mediadive.solution:595', 'FeCl3 x 6 H2O': 'CHEBI:86254', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Cellobiose': 'CHEBI:17057', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:640a	THERMOCLOSTRIDIUM CAENICOLA MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium640a.pdf	6.5	6.5			{1365: 'Main sol. 640a', 595: 'Trace element solution SL-10'}	{'NH4Cl': 'CHEBI:31206', 'NaCl': 'CHEBI:26710', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'Trypticase peptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Trace element solution SL-10': 'mediadive.solution:595', 'FeCl3 x 6 H2O': 'CHEBI:86254', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'NaHCO3': 'CHEBI:32139', 'Cellobiose': 'CHEBI:17057', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:641	DESULFOVIBRIO (MV) MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium641.pdf	7	7.2			"{1366: 'Main sol. 641', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution', 5980: ""Wolin's vitamin solution (10x)""}"	"{'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'KH2PO4': 'CHEBI:63036', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Yeast extract': 'CAS-RN:8013-01-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'Na-DL-lactate': 'CHEBI:75228', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:643	SEDIMENTIBACTER MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium643.pdf	7	7			"{1367: 'Main sol. 643', 241: ""Modified Wolin's mineral solution"", 5980: ""Wolin's vitamin solution (10x)""}"	"{'Sodium Potassium phosphate buffer': 'CAS-RN:7558-79-4', 'NaCl': 'CHEBI:26710', 'NH4Cl': 'CHEBI:31206', 'MgCl2 x 7 H2O': 'KEGG:C07755', 'CaCl2 x 2 H2O': 'CHEBI:86158', ""Modified Wolin's mineral solution"": 'mediadive.solution:241', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glycine': 'CHEBI:15428', 'L-Arginine x HCl': 'CAS-RN:1119-34-2', 'L-Lysine HCl': 'CAS-RN:657-27-2', 'Sodium resazurin': 'CAS-RN:62758-13-8', ""Wolin's vitamin solution (10x)"": 'mediadive.solution:5980', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'Nitrilotriacetic acid': 'CHEBI:44557', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'CoSO4 x 7 H2O': 'CHEBI:53470', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'AlK(SO4)2 x 12 H2O': 'CHEBI:86465', 'H3BO3': 'CHEBI:33118', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Biotin': 'CHEBI:15956', 'Folic acid': 'CHEBI:27470', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine HCl': 'CHEBI:49105', 'Riboflavin': 'CHEBI:17015', 'Nicotinic acid': 'CHEBI:15940', 'Calcium D-(+)-pantothenate': 'CHEBI:1687714', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', '(DL)-alpha-Lipoic acid': 'CHEBI:16494'}"
mediadive.medium:644	CATENOCOCCUS MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium644.pdf	7	7			{1368: 'Main sol. 644', 2762: 'Trace elements solution (Pfennig & Lippert,1966)'}	{'NaCl': 'CHEBI:26710', 'K2HPO4': 'CHEBI:131527', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'Na-acetate': 'CHEBI:32954', 'Trace elements solution (Pfennig & Lippert,1966)': 'mediadive.solution:2762', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Yeast extract': 'CAS-RN:8013-01-2', 'D-Glucose': 'CHEBI:17634', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377', 'EDTA': 'CHEBI:64755', 'FeSO4 x 7 H2O': 'CHEBI:75836', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:645	MIDDLEBROOK MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium645.pdf					{1369: 'Main sol. 645', 1370: 'Bacto Middlebrook 7H10 agar', 1371: 'Bacto Middlebrook OADC enrichment'}	{'Bacto Middlebrook 7H10 agar': 'CHEBI:2509', 'Glycerol': 'CHEBI:17754', 'Distilled water': 'CHEBI:15377', '(NH4)2SO4': 'CHEBI:62946', 'KH2PO4': 'CHEBI:63036', 'Na2HPO4': 'CHEBI:34683', 'Sodium citrate': 'CHEBI:53258', 'MgSO4': 'CHEBI:32599', 'CaCl2': 'CHEBI:3312', 'ZnSO4': 'CHEBI:35176', 'CuSO4': 'CHEBI:23414', 'L-Glutamic acid': 'CHEBI:16015', 'Ferric ammonium citrate': 'CHEBI:31604', 'Pyridoxine': 'CHEBI:16709', 'Biotin': 'CHEBI:15956', 'Malachite green': 'CHEBI:72449', 'Agar': 'CHEBI:2509', 'Oleic acid': 'CHEBI:16196', 'Bovine albumin': 'CAS-RN:68551-06-4', 'Dextrose': 'CHEBI:4167', 'Catalase': 'CHEBI:3463', 'NaCl': 'CHEBI:26710'}
mediadive.medium:645a	HEMIN MEDIUM FOR MYCOBACTERIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium645a.pdf					{1372: 'Main sol. 645a'}	{'Middlebrook 7H10 agar': 'CHEBI:2509', 'OADC Enrichment': 'mediadive.ingredient:2129', 'Haemin': 'CHEBI:50385'}
mediadive.medium:646	RABBIT BLOOD AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium646.pdf					{1373: 'Main sol. 646'}	{'Blood Agar Base': 'mediadive.ingredient:2130', 'Rabbit blood': 'mediadive.ingredient:1927'}
mediadive.medium:647	DESULFUROMONAS THIOPHILA MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium647.pdf	7	7.2			{1374: 'Main sol. 647', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution', 1038: 'Seven vitamins solution'}	{'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Sulfur': 'CHEBI:26833', 'Na2CO3': 'CHEBI:29377', 'Na-pyruvate': 'CHEBI:50144', 'Seven vitamins solution': 'mediadive.solution:1038', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'D-(+)-biotin': 'CHEBI:15956', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751'}
mediadive.medium:647a	DESULFUROMONAS THIOPHILA MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium647a.pdf	7	7.2			{1375: 'Main sol. 647a', 595: 'Trace element solution SL-10', 777: 'Selenite-tungstate solution', 1038: 'Seven vitamins solution'}	{'NaCl': 'CHEBI:26710', 'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Trace element solution SL-10': 'mediadive.solution:595', 'Selenite-tungstate solution': 'mediadive.solution:777', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Sulfur': 'CHEBI:26833', 'Na2CO3': 'CHEBI:29377', 'Na-pyruvate': 'CHEBI:50144', 'Seven vitamins solution': 'mediadive.solution:1038', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'NaOH': 'CHEBI:32145', 'Na2SeO3 x 5 H2O': 'CHEBI:131361', 'Na2WO4 x 2 H2O': 'CHEBI:63939', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'D-(+)-biotin': 'CHEBI:15956', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751'}
mediadive.medium:648	CLOSTRIDIUM GRANTII MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium648.pdf	6.6	6.6			{1376: 'Main sol. 648'}	{'Marine Broth': 'mediadive.ingredient:545', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'D-Glucose': 'CHEBI:17634', 'L-Cysteine HCl x H2O': 'CHEBI:91248', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:649	DESULFUROMONAS SUCCINOXIDANS MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium649.pdf	7	7.2			{1377: 'Main sol. 649', 595: 'Trace element solution SL-10', 1038: 'Seven vitamins solution'}	{'KH2PO4': 'CHEBI:63036', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'NaCl': 'CHEBI:26710', 'Trace element solution SL-10': 'mediadive.solution:595', 'Sodium resazurin': 'CAS-RN:62758-13-8', 'Na2CO3': 'CHEBI:29377', 'Na-acetate': 'CHEBI:32954', 'Na2-fumarate': 'CHEBI:115156', 'Seven vitamins solution': 'mediadive.solution:1038', 'Na2S x 9 H2O': 'CHEBI:76209', 'Distilled water': 'CHEBI:15377', 'HCl': 'CHEBI:17883', 'FeCl2 x 4 H2O': 'CHEBI:86249', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213', 'Vitamin B12': 'CHEBI:17439', 'p-Aminobenzoic acid': 'CHEBI:30753', 'D-(+)-biotin': 'CHEBI:15956', 'Nicotinic acid': 'CHEBI:15940', 'Calcium pantothenate': 'CHEBI:31345', 'Pyridoxine hydrochloride': 'CHEBI:30961', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751'}
mediadive.medium:650	CENTENUM MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium650.pdf	7	7			{1378: 'Main sol. 650'}	{'K2HPO4': 'CHEBI:131527', 'MgSO4': 'CHEBI:32599', 'Yeast extract': 'CAS-RN:8013-01-2', 'Vitamin B12': 'CHEBI:17439', 'Tap water': 'CHEBI:15377', 'Pyruvate': 'CHEBI:15361'}
mediadive.medium:651	R 8 A H MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium651.pdf	6.9	6.9			{1379: 'Main sol. 651', 1380: 'Trace elements', 1381: 'Vitamin solution'}	{'Malic acid': 'CHEBI:6650', 'Yeast extract': 'CAS-RN:8013-01-2', '(NH4)2SO4': 'CHEBI:62946', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Fe(III) citrate': 'CHEBI:144421', 'Na2-EDTA': 'CHEBI:64734', 'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'Trace elements': 'mediadive.solution:1380', 'Vitamin solution': 'mediadive.solution:1381', 'Distilled water': 'CHEBI:15377', 'MnSO4 x H2O': 'CHEBI:86364', 'H3BO3': 'CHEBI:33118', 'CuSO4 x 5 H2O': 'CHEBI:31440', '(NH4)6Mo7O24 x 4 H2O': 'CAS-RN:12054-85-2', 'ZnSO4': 'CHEBI:35176', 'EDTA': 'CHEBI:64755', 'Nicotinic acid': 'CHEBI:15940', 'Nicotinamide': 'CHEBI:17154', 'Thiamine-HCl x 2 H2O': 'CHEBI:132751', 'Biotin': 'CHEBI:15956'}
mediadive.medium:652	HALOPHILE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium652.pdf	7.5	8			{1382: 'Main sol. 652', 1383: 'Trace element solution'}	{'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'NH4Cl': 'CHEBI:31206', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Yeast extract': 'CAS-RN:8013-01-2', 'Peptone': 'CAS-RN:73049-73-7', 'Trace element solution': 'mediadive.solution:1383', 'Fe(III) citrate': 'CHEBI:144421', 'Distilled water': 'CHEBI:15377', 'CuSO4 x 5 H2O': 'CHEBI:31440', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'Na2MoO4 x H2O': 'CHEBI:75215'}
mediadive.medium:653	PEPTONE-SUCCINATE AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium653.pdf	7	7			{1384: 'Main sol. 653'}	{'(NH4)2SO4': 'CHEBI:62946', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'MnSO4 x H2O': 'CHEBI:86364', 'FeCl3 x 6 H2O': 'CHEBI:86254', 'Succinic acid': 'CHEBI:15741', 'Peptone': 'CAS-RN:73049-73-7', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:654	SPIRILLUM GRACILE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium654.pdf	7.2	7.2			{1385: 'Main sol. 654'}	{'Peptone': 'CAS-RN:73049-73-7', 'Yeast extract': 'CAS-RN:8013-01-2', 'Tween 80': 'CHEBI:53426', 'K2HPO4': 'CHEBI:131527', 'Agar': 'CHEBI:2509', 'Tap water': 'CHEBI:15377'}
mediadive.medium:655	PYE MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium655.pdf	6.8	6.8			{1386: 'Main sol. 655', 25: 'Trace element solution SL-6'}	{'K2HPO4': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2S2O3 x 5 H2O': 'CHEBI:32150', 'Na-pyruvate': 'CHEBI:50144', 'Yeast extract': 'CAS-RN:8013-01-2', '(NH4)2SO4': 'CHEBI:62946', 'Trace element solution SL-6': 'mediadive.solution:25', 'Distilled water': 'CHEBI:15377', 'ZnSO4 x 7 H2O': 'CHEBI:32312', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:656	YEAST-STARCH-AGAR(B)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium656.pdf	7.4	7.4			{1387: 'Main sol. 656'}	{'Starch': 'CHEBI:28017', 'Yeast extract': 'CAS-RN:8013-01-2', 'K2HPO4': 'CHEBI:131527', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:657	COW MANURE AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium657.pdf					{1388: 'Main sol. 657'}	{'Dry cow-manure': 'mediadive.ingredient:2131', 'Tap water': 'CHEBI:15377', 'Agar': 'CHEBI:2509'}
mediadive.medium:658	HICKEY-TRESNER-AGAR	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium658.pdf	7.2	7.2			{1389: 'Main sol. 658'}	{'Dextrin': 'CHEBI:28675', 'Enzymatic digest of casein': 'CAS-RN:65072-00-6', 'Meat extract': 'mediadive.ingredient:2', 'Yeast extract': 'CAS-RN:8013-01-2', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:659	M17 MEDIUM (modified)	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium659.pdf	7.1	7.2			{1390: 'Main sol. 659'}	{'Casein peptone': 'CAS-RN:91079-40-2', 'Soy peptone': 'CAS-RN:91079-46-8', 'Meat peptone': 'CAS-RN:91079-38-8', 'Yeast extract': 'CAS-RN:8013-01-2', 'Ascorbic acid': 'CHEBI:22652', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Na2-ß-glycerolphosphate': 'CHEBI:132089', 'Distilled water': 'CHEBI:15377', 'Lactose': 'CHEBI:17716', 'CaCl2 x 2 H2O': 'CHEBI:86158'}
mediadive.medium:660	ALCALIGENES MEDIUM	0	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium660.pdf					{1391: 'Main sol. 660', 1392: 'Trace element solution SL-7'}	{'Tris': 'CHEBI:9754', 'NaCl': 'CHEBI:26710', 'KCl': 'CHEBI:32588', 'NH4Cl': 'CHEBI:31206', 'Na2SO4': 'CHEBI:32149', 'MgCl2 x 6 H2O': 'CHEBI:86345', 'CaCl2 x 2 H2O': 'CHEBI:86158', 'Na2HPO4 x 12 H2O': 'CHEBI:34683', 'Fe(NH4)citrate': 'CHEBI:31604', 'Trace element solution SL-7': 'mediadive.solution:1392', 'Distilled water': 'CHEBI:15377', 'CuSO4': 'CHEBI:23414', 'Sodium succinate': 'CHEBI:63675', 'HCl': 'CHEBI:17883', 'ZnCl2': 'CHEBI:49976', 'MnCl2 x 4 H2O': 'CHEBI:86368', 'H3BO3': 'CHEBI:33118', 'CoCl2 x 6 H2O': 'CHEBI:35696', 'CuCl2 x 2 H2O': 'CHEBI:86318', 'NiCl2 x 6 H2O': 'CHEBI:34887', 'Na2MoO4 x 2 H2O': 'CHEBI:75213'}
mediadive.medium:661	DP MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium661.pdf					{1393: 'Main sol. 661'}	{'Tryptone': 'CAS-RN:91079-40-2', 'Yeast extract': 'CAS-RN:8013-01-2', 'Glucose': 'CHEBI:17234', 'KH2PO4': 'CHEBI:63036', 'K2HPO4': 'CHEBI:131527', 'Na3-citrate x 3 H2O': 'CAS-RN:6132-05-4', 'MgSO4 x 7 H2O': 'CHEBI:31795', 'Agar': 'CHEBI:2509', 'Distilled water': 'CHEBI:15377'}
mediadive.medium:662	YEPG MEDIUM	1	DSMZ	https://www.dsmz.de/microorganisms/medium/pdf/DSMZ_Medium662.pdf	7	7			{1394: 'Main sol. 662'}	{'Glucose': 'CHEBI:17234', 'Polypeptone': 'mediadive.ingredient:442', 'Yeast extract': 'CAS-RN:8013-01-2', 'NH4NO3': 'CAS-RN:6484-52-2', 'Distilled water': 'CHEBI:15377'}
