ingredient_name	occurrence_count	chebi_id	cas_rn	kg_microbe_node_id	mim_id	culturemech_term_id	mapping_status	synonyms	example_media
CaCl2 · 2H2O	11	CHEBI:86158	10035-04-8	CHEBI:86158	CHEBI:86158	CHEBI:86158	MAPPED	CaCl 2 X 2 H2O|CaCl2  x 2 H2O|CaCl2 . 2H2O|CaCl2 x  2 H2O|CaCl2 x 2 H2O (0.1% w/v)|CaCl2 x 2 H2O (50 g/l stock solution)|CaCl2 x 2 H2O (5M)|CaCl2 x 2 H2O solution (7%)|CaCl2 x 2H2O|CaCl2 x2H2O|CaCl2 · 2H2O|CaCl2. 2H2O|CaCl2.2H2O|CaCl2x 2H2O|CaCl2x2H2O|CaCl2·2H2O|CaCl2•2H2O|CaCl2•2H2O (Sigma C-3881)|CaCl2•2H2O(CAS: 10035-04-8)|CaCl2•2H2O(Sigma C-3881)|Calcium chloride dihydrate|calcium chloride dihydrate|calcium chloride--water (1/2)	CultureMech:009072; CultureMech:009372; CultureMech:008960
95% ethanol	11						UNMAPPED		CultureMech:009104; CultureMech:009105; CultureMech:009106
Na2MoO4.2H2O	11	CHEBI:75213	10102-40-6	CHEBI:75213	CHEBI:75213	CHEBI:75213	MAPPED	Disodium molybdate dihydrate|Molybdic acid, disodium salt, dihydrate|Na2 MoO4 x 2 H2O|Na2Mo4 x 2 H2O|Na2MoO4*2 H2O|Na2MoO4*2H2O|Na2MoO4-2H2O|Na2MoO4.2H2O|Na2MoO7 x 2 H2O|Na2MoO7O4 x 2 H2O|Na2MoSO4|Na2MoSO4 x 2 H2O|NaMoO4|NaMoO4 x 2 H2O|Sodium Molybdate Dihydrate|Sodium molybdate(VI) dihydrate|sodium dioxido(dioxo)molybdenum--water (1/2)|sodium molybdate dihydrate|sodium orthomolybdate dihydrate	CultureMech:009135; CultureMech:009592; CultureMech:009593
Pyridoxamine dihydrochloride	11	CHEBI:131532	524-36-7	CHEBI:131532	CHEBI:131532	CHEBI:131532	MAPPED	2-Methyl-3-hydroxy-4-aminomethyl-5-hydroxymethylpyridene dihydrochloride|4-(Aminomethyl)-5-hydroxy-6-methyl-3-pyridinemethanol dihydrochloride|4-(aminomethyl)-5-(hydroxymethyl)-2-methylpyridin-3-ol dihydrochloride|4-(azaniumylmethyl)-3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-1-ium dichloride|Pyridoxamine dichlorohydrate|Pyridoxamine·2HCl|Pyridoxylamine dihydrochloride|pyridoxamine 2HCl	CultureMech:009624; CultureMech:009602; CultureMech:009623
Na2HAsO4 x 7 H2O	11	CHEBI:91257	10048-95-0	CHEBI:91257	CHEBI:91257	CHEBI:91257	MAPPED	Dibasic sodium arsenate heptahydrate|Disodium acid arsenate heptahydrate|Disodium monohydrogen arsenate heptahydrate|Hydrogen disodium arsenate heptahydrate|NaHAsO4.7H2O|Sodium acid arsenate, heptahydrate|Sodium hydrogen arsenate heptahydrate|Sodium orthoarsenate heptahydrate|disodium arsenate heptahydrate|disodium hydrogen arsorate--water (1/7)|disodium hydrogenarsenate heptahydrate	CultureMech:003884; CultureMech:006925; CultureMech:000608
Lysine	11						UNMAPPED		CultureMech:008827; CultureMech:007222; CultureMech:007076
Triammonium citrate	11	CHEBI:63037	3458-72-8		CHEBI:63037	CHEBI:63037	MAPPED	(NH4) citrate|2-Hydroxy-1,2,3-propanetricarboxylic acid triammonium salt|2-hydroxy-1,2,3-propanetricarboxylic acid, ammonium salt (1:3)|Ammonium citrate (3:1)|Triammonium citrate|ammonium citrate tribasic|citric acid triammonium salt|tri(azaniumyl) 2-hydroxypropane-1,2,3-tricarboxylate|triammonium 2-hydroxypropane-1,2,3-tricarboxylate|triammonium citrate	CultureMech:009412; CultureMech:009325; CultureMech:009444
Taurine	11	CHEBI:15891	107-35-7		CHEBI:15891	CHEBI:15891	MAPPED	2-Aminoethanesulfonic acid|2-aminoethyl sulfonate|Aminoethylsulfonic acid|beta-aminoethylsulfonic acid	CultureMech:002476; CultureMech:015654; CultureMech:015655
Bacto Peptone	11				MICRO:0000178	MICRO:0000178	MAPPED		CultureMech:015471; CultureMech:008565; CultureMech:009489
Potassium nitrate	11	CHEBI:63043	7757-79-1		CHEBI:63043	CHEBI:63043	MAPPED	(enhances growth)|2,8-dibenzyl-6-(4-hydroxyphenyl)imidazo[1,2-a]pyrazin-3-yl sulfate|KNO|Kaliumnitrat|Nitrate of potash|Nitre|Nitric acid, potassium salt|Renilla luciferyl sulfate anion|Salt peter|potassium nitrate|saltpetre	CultureMech:007104; CultureMech:007105; CultureMech:007110
a-Ketoglutaric acid disodium salt hydrate	11	CHEBI:16810	64-15-3	CHEBI:16810	CHEBI:16810	CHEBI:16810	MAPPED	2-Oxoglutarate|2-oxoglutarate(2-)|2-oxopentanedioate|Na2 α-ketoglutarate|alpha-ketoglutarate	CultureMech:015511; CultureMech:015654; CultureMech:015655
Sodium succinate dibasic hexahydrate	11	CHEBI:63686	6106-21-4		CHEBI:63686	CHEBI:63686	MAPPED	Succinic acid disodium salt hexahydrate|disodium butanedioate hexahydrate|disodium butanedioate--water(1/6)|disodium butanedioate.6H2O|disodium succinate hexahydrate|disodium succinate.6H2O|sodium succinate hexahydrate|sodium succinate.6H2O	CultureMech:015632; CultureMech:015654; CultureMech:015655
KH PO	10	CHEBI:63036	7778-77-0	CHEBI:63036	CHEBI:63036	CHEBI:63036	MAPPED	(dibasic)|KH PO|KH2PO4(Sigma P 0662)|MKP|Monopotassium dihydrogen phosphate|Monopotassium monophosphate|Monopotassium orthophosphate|Monopotassium phosphate|Orthophosphoric acid, monopotassium salt|Phosphoric acid, monopotassium salt|Phosphoric acid, potassium salt (1:1)|Potassium Phosphate|Potassium acid phosphate|Potassium dihydrogen orthophosphate|Potassium dihydrogen phosphate|Potassium phosphate monobasic|Sorensen's potassium phosphate|potassium dihydrogen phosphate	CultureMech:000085; CultureMech:000106; CultureMech:000139
FeSO4 x 7H2O	10	CHEBI:75832	7720-78-7	CHEBI:75832	CHEBI:75832	CHEBI:75832	MAPPED	FeSO4 x 5 H2O|FeSO4 x 6 H2O|FeSO4 x 6H2O|FeSO4 x7 H2O|FeSO4·6H2O|FeSO4・6H2O|ferrous sulfate (anhydrous)|ferrous sulfate anhydrous|iron(2+) sulfate|iron(2+) sulfate (anhydrous)	CultureMech:000139; CultureMech:000125; CultureMech:000126
Sodium acetate trihydrate	10	CHEBI:32138	6131-90-4	CHEBI:32138	CHEBI:32138	CHEBI:32138	MAPPED	Na-acetate x 3 H2O|Sodium acetate x 3 H2O|sodium acetate--water (1/3)	CultureMech:000060; CultureMech:000070; CultureMech:000071
Corn meal agar	10	CHEBI:2509	9002-18-0	CHEBI:2509	CHEBI:2509	CHEBI:2509	MAPPED	( Noble)|( modified)|(alternative)|(for solid medium)|(for solid medium, alternative)|(if appropriate)|Bacteriological Agar	CultureMech:000061; CultureMech:002492; CultureMech:002509
8% NaHCO3 solution*	10						UNMAPPED		CultureMech:015860; CultureMech:015861; CultureMech:015833
Lactobacilli MRS broth	10				UNMAPPED_0421		UNMAPPED		CultureMech:002842; CultureMech:002650; CultureMech:002649
Methane gas	10						UNMAPPED		CultureMech:008437; CultureMech:007848; CultureMech:009916
Ammonium ferric citrate	10	CHEBI:31604	1185-57-5	CHEBI:31604	CHEBI:31604	CHEBI:31604	MAPPED	Ammonium ferric citrate|E381|Fe(NH4)citrate|FerriSeltz|ammonium iron(III) citrate	CultureMech:000325; CultureMech:007848; CultureMech:000316
TAPSO	10	CHEBI:84015	68399-81-5		TAPSO	CHEBI:84015	UNMAPPED	3-[[1,3-dihydroxy-2-(hydroxymethyl)propan-2-yl]amino]-2-hydroxypropane-1-sulfonic acid|N-[tris(hydroxymethyl)methyl]-3-amino-2-hydroxypropanesulfonic acid	CultureMech:002165; CultureMech:006893; CultureMech:006945
Phytone peptone	10				FOODON:03315720		MAPPED	Bacto Soytone|Peptone from soymeal|Phytone peptone|Phytone peptone (BD-BBL)|Soybean peptone|Soytone|Soytone (BD-Difco) or Phytone peptone (BD-BBL)|vegetable protein, hydrolyzed	CultureMech:002397; CultureMech:002582; CultureMech:006413
Co(NO3)2·6H2O	10	CHEBI:86214	10026-22-9		CHEBI:86214	CHEBI:86214	MAPPED	Co(NO3)2 . 6H2O|Co(NO3)2 x 6H2O|Co(NO3)2 · 6H2O|Co(NO3)2.6H2O|Co(NO3)2·6H2O|Co(NO3)2・6H2O|Cobalt nitrate hexahydrate|Cobalt(2+) nitrate hexahydrate|Cobalt(II) nitrate hexahydrate|Cobaltous nitrate hexahydrate|cobalt dinitrate hexahydrate|cobalt(2+) nitrate--water (1/6)	CultureMech:015838; CultureMech:008121; CultureMech:008128
Maltose monohydrate	10		6363-53-7		cas:6363-53-7		MAPPED	Maltose monohydrate|alpha-D-glucopyranosyl-(1->4)-D-glucopyranose|alpha-D-glucopyranosyl-(1->4)-D-glucose|maltose	CultureMech:002658; CultureMech:007620; CultureMech:007621
Galactose	10	CHEBI:28260	200-416-4	CHEBI:28260	CHEBI:28260	CHEBI:28260	MAPPED	Gal|Galaktose|galacto-hexose	CultureMech:002863; CultureMech:004577; CultureMech:005306
Sodium benzoate	10	CHEBI:113455	532-32-1	CHEBI:113455	CHEBI:113455	CHEBI:113455	MAPPED	Benzoic acid, sodium salt|E211|Sodium benzoate|Sodiumbenzoate|sodium benzoate	CultureMech:003223; CultureMech:007597; CultureMech:007662
Na-fumarate	10	CHEBI:115156	17013-01-3	CHEBI:115156	CHEBI:115156	CHEBI:115156	MAPPED	Disodium fumarate|E365|Fumaric acid, disodium salt|Na-fumarate|Sodium fumarate|disodium (2E)-but-2-enedioate|disodium fumarate	CultureMech:003807; CultureMech:005035; CultureMech:005240
FeCl2	10	CHEBI:30812	7758-94-3	CHEBI:30812	CHEBI:30812	CHEBI:30812	MAPPED	FeCl2 x 6 H2O|FeCl2·6H2O|FeCl2⋅6H2O|iron dichloride|iron(2+) chloride|iron(II) chloride	CultureMech:003994; CultureMech:008827; CultureMech:003011
Toluene	10	CHEBI:17578	108-88-3	CHEBI:17578	CHEBI:17578	CHEBI:17578	MAPPED	Toluen|Toluol|methylbenzene|phenylmethane	CultureMech:004029; CultureMech:007337; CultureMech:007338
Poly[(R)-3-hydroxybutyric acid]	10						UNMAPPED		CultureMech:004228; CultureMech:004227; CultureMech:004220
2,2,4,4,6,8,8-Heptamethylnonane	10	CHEBI:131383	4390-04-9		CHEBI:131383	CHEBI:131383	MAPPED	heptamethylnonane|isocetane	CultureMech:004235; CultureMech:007762; CultureMech:002324
NH4H2PO4	10	CHEBI:62982	7722-76-1	CHEBI:62982	CHEBI:62982	CHEBI:62982	MAPPED	(NH4)H2PO4|Ammonium acid phosphate|Ammonium biphosphate|Ammonium diacid phosphate|Ammonium dihydrogen orthophosphate|Ammonium dihydrophosphate|Ammonium monobasic phosphate|Ammonium monophosphate|Ammonium orthophosphate dihydrogen|Dihydrogen ammonium phosphate|Monoammonium acid phosphate|Monoammonium dihydrogen orthophosphate|Monoammonium dihydrogen phosphate|Monoammonium hydrogen phosphate|Monoammonium orthophosphate|Monoammonium phosphate|Monobasic ammonium phosphate|Phosphoric acid, monoammonium salt|Primary ammonium phosphate|ammonium dihydrogen phosphate	CultureMech:005086; CultureMech:005582; CultureMech:009511
Sodium ascorbate	10	CHEBI:113451	134-03-2	CHEBI:113451	CHEBI:113451	CHEBI:113451	MAPPED	L-ascorbic acid sodium salt|L-ascorbic acid, monosodium salt|Sodium Ascorbate|ascorbate de sodium|ascorbic acid sodium salt|monosodium L-ascorbate|natrii ascorbas|sodium (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2,5-dihydrofuran-3-olate|sodium L-ascorbate|sodium ascorbate|vitamin C sodium|vitamin C, sodium salt	CultureMech:005092; CultureMech:007782; CultureMech:009884
Meat infusion	10				UNMAPPED_0436		UNMAPPED		CultureMech:005305; CultureMech:006321; CultureMech:001565
Nitrilotriacetate	10	CHEBI:25548	28528-44-1		CHEBI:25548	CHEBI:25548	MAPPED	2,2',2''-nitrilotriacetate|Nitrilotriacetate (NTA)|nitrilotriacetate(3-)	CultureMech:005507; CultureMech:005508; CultureMech:000737
O2	10						UNMAPPED		CultureMech:007543; CultureMech:007546; CultureMech:008870
Sol. 2	10						UNMAPPED		CultureMech:007583; CultureMech:009758; CultureMech:009797
L--Asparagine	10	CHEBI:17196	70-47-3	CHEBI:17196	CHEBI:17196	CHEBI:17196	MAPPED	(2S)-2,4-diamino-4-oxobutanoic acid|(2S)-2-amino-3-carbamoylpropanoic acid|(S)-2-amino-3-carbamoylpropanoic acid|(S)-Asparagine|2-Aminosuccinamic acid|ASPARAGINE|Aspartamic acid|L-2-aminosuccinamic acid|L-Asparagin|L-aspartic acid beta-amide|alpha-aminosuccinamic acid	CultureMech:007587; CultureMech:007698; CultureMech:007897
LiCl	10	CHEBI:48607	7447-41-8	CHEBI:48607	CHEBI:48607	CHEBI:48607	MAPPED	Lithiumchlorid|chlorure de lithium|cloruro de litio|lithii chloridum|lithium chloride	CultureMech:007732; CultureMech:007733; CultureMech:009124
K2HPO4·3H2O	10	CHEBI:131527	7758-11-4	CHEBI:131527	CHEBI:131527	CHEBI:131527	MAPPED	K2HPO4 x 3H2O|K2HPO4 · 3 H2O|K2HPO4.3H2O|K2HPO4x 3 H2O|K2HPO4·3H2O|K2HPO4・3H2O|dipotassium hydrogen phosphate	CultureMech:008331; CultureMech:009672; CultureMech:008330
Agar, if necessary	10						UNMAPPED		CultureMech:008871; CultureMech:008910; CultureMech:008917
Sulfur, powdered	10						UNMAPPED		CultureMech:008969; CultureMech:009048; CultureMech:009123
Lactobacilli MRS broth (BD-Difco)	10						UNMAPPED		CultureMech:009073; CultureMech:009400; CultureMech:009403
haemin	10	CHEBI:50385	16009-13-5	CHEBI:50385	CHEBI:50385	CHEBI:50385	MAPPED	Hemin|Hemin chloride|Hemine|Panhematin|chlorido(protoporphyrinato)iron(III)|chloro(protoporphyrinato)iron(III)|chloro[3,7,12,17-tetramethyl-8,13-divinylporphyrin-2,18-dipropanoato(2-)]iron(III)|chlorohemin|chloroprotoferrihem|ferriprotoporphyrin IX chloride|hemin|hemin IX|protohemin|protohemin IX	CultureMech:009104; CultureMech:009105; CultureMech:009106
Cysteine-HCl x H2O	10	CHEBI:17561	52-90-4	CHEBI:17561	CHEBI:17561	CHEBI:17561	MAPPED	(2R)-2-amino-3-mercaptopropanoic acid|(2R)-2-amino-3-sulfanylpropanoic acid|(2R)-2-ammonio-3-mercaptopropanoate|(2R)-2-ammonio-3-sulfanylpropanoate|(R)-2-amino-3-mercaptopropanoic acid|CYSTEINE|Cysteine-HCl∙H2O|E 920|E-920|E920|FREE CYSTEINE|L-2-Amino-3-mercaptopropionic acid|L-Cystein|L-Zystein|L-cysteine zwitterion	CultureMech:009113; CultureMech:009153; CultureMech:009195
Thiamine . HCl	10						UNMAPPED		CultureMech:009299; CultureMech:009627; CultureMech:008960
NiSO4·6H2O	10	CHEBI:53001	10101-97-0		CHEBI:53001	CHEBI:53001	MAPPED	NiSO4 . 6H2O|NiSO4 x 6 H2O|NiSO4·6H2O|NiSO4・6H2O|NiSO4・7H2O|nickel sulfate|nickel(2+) sulfate	CultureMech:009520; CultureMech:009833; CultureMech:008483
nitrogen gas	10	CHEBI:17997			CHEBI:17997	CHEBI:17997	MAPPED	#N2|N#N|N(2)|N2|Nitrogen|Nitrogen (gas)|dinitrogen|molecular nitrogen	CultureMech:009590; CultureMech:008287; CultureMech:008322
Sodium Succinate	10	CHEBI:63675	150-90-3	CHEBI:63675	CHEBI:63675	CHEBI:63675	MAPPED	Disodium succinate|Succinic acid disodium salt|disodium butanedioate|disodium succinate (anh.)|sodium succinate (anhydrous)	CultureMech:009639; CultureMech:009640; CultureMech:009643
Peptic digest of animal tissue	10				MICRO:0000178	MICRO:0000178	MAPPED		CultureMech:009933; CultureMech:003036; CultureMech:002886
Pyridoxal HCl	10	CHEBI:131529	65-22-5		CHEBI:131529	CHEBI:131529	MAPPED	2-Methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine hydrochloride|3-Hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde, hydrochloride|3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carbaldehyde hydrochloride|4-formyl-3-hydroxy-5-(hydroxymethyl)-2-methylpyridin-1-ium chloride|Pyridoxal HCl|Pyridoxal·HCl	CultureMech:007302; CultureMech:007303; CultureMech:007306
CaCl2 x H2O	10	CHEBI:3312	10043-52-4	CHEBI:3312	CHEBI:3312	CHEBI:3312	MAPPED	CaCl2 × 2 H2O|CaCl2*2H2O|CaCl22H2O|calcium dichloride	CultureMech:001165; CultureMech:002418; CultureMech:002420
D-Mannose	10	CHEBI:16024	530-26-7		CHEBI:16024	CHEBI:16024	MAPPED	D-manno-hexose	CultureMech:007294; CultureMech:007293; CultureMech:007251
Tris hydrochloride	10	CHEBI:9754	77-86-1	CHEBI:9754	CHEBI:9754	CHEBI:9754	MAPPED	1,1,1-tris(hydroxymethyl)methanamine|2-Amino-2-(hydroxymethyl)-1,3-propanediol|2-amino-2-(hydroxymethyl)propane-1,3-diol|THAM|Tris|Tris (hydroxymethyl aminomethane)|Tris HCl|Tris [tris(hydroxymethyl)aminomethane]|Tris amino|Tris base (buffer)|Tris buffer|Tris buffer 1M|Tris hydrochloride|Tris(hydroxymethyl)aminomethane|Tris(hydroxymethyl)methylamine|Tris-HCl buffer|Tris-base|Tris [tris(hydroxymethyl)aminomethane]|Trizma|Trizma Base pH|Trizma Base pH 8.2|Trometamol|Tromethamine|aminotris(hydroxymethyl)methane|nitrilotriacetic acid trisodium salt|tris	CultureMech:015470; CultureMech:015483; CultureMech:015503
Sodium Citrate	10	CHEBI:32142	6132-04-3	CHEBI:32142	CHEBI:32142	CHEBI:32142	MAPPED	2-hydroxy-1,2,3-propanetricarboxylic acid trisodium salt dihydrate|Na2citrate x 2 H2O|Na3-citrate x 2 H2O (0.6 g/l stock solution)|Na3Citrate x 2 H2O|Na3‐citrate x 2H2O|Na3‐citrate x 2H2O|Sodium citrate dihydrate|Sodium citrate hydrate|Trisodium Citrate Dihydrate|sodium citrate dihydrate|trisodium 2-hydroxypropane-1,2,3-tricarboxylate--water (1/2)	CultureMech:008979; CultureMech:008986; CultureMech:008990
Sodium phosphate buffer (10 mM; pH7.1)	10						UNMAPPED		CultureMech:008470; CultureMech:008559; CultureMech:008616
ammonium molybdate tetrahydrate	10		12054-85-2		cas:12054-85-2		MAPPED	ammonium molybdate|bisammonium dioxido(dioxo)molybdenum	CultureMech:015500; CultureMech:015580; CultureMech:015581
5-methyluridine	10	CHEBI:45996	1463-10-1		CHEBI:45996	CHEBI:45996	MAPPED	1-(beta-D-ribofuranosyl)thymine|Thymine riboside|ribosylthymidine|ribothymidine	CultureMech:015654; CultureMech:015655; CultureMech:015656
Guanosine	10	CHEBI:16750	118-00-3		CHEBI:16750	CHEBI:16750	MAPPED	2(3H)-imino-9-beta-D-ribofuranosyl-9H-purin-6(1H)-one|2-amino-1,9-dihydro-9-beta-D-ribofuranosyl-6H-purin-6-one|2-amino-9-beta-D-ribofuranosyl-1,9-dihydro-6H-purin-6-one|9-beta-D-ribofuranosyl-guanine|Guanine riboside|Guanine-9-beta-D-ribofuranoside|Guanosin|Guo	CultureMech:015654; CultureMech:015655; CultureMech:015656
Xanthosine	10	CHEBI:18107	146-80-5		CHEBI:18107	CHEBI:18107	MAPPED	9-beta-D-Ribofuranosylxanthine|9-beta-D-ribofuranosyl-3,9-dihydro-1H-purine-2,6-dione|Xanthine riboside|xanthine 9-beta-D-ribofuranoside	CultureMech:015654; CultureMech:015655; CultureMech:015656
Gamma-Aminobutyric Acid Hydrochloride	10	CHEBI:16865	56-12-2		CHEBI:16865	CHEBI:16865	MAPPED	2-aminobutyrate|4-Aminobutanoic acid|4-Aminobutyric acid|4Abu|GABA|GAMMA-AMINO-BUTANOIC ACID|Gamma-Aminobutyric Acid Hydrochloride|gamma-Aminobuttersaeure|gamma-amino-n-butyric acid|gamma-aminobutanoic acid|omega-aminobutyric acid|piperidic acid|piperidinic acid	CultureMech:015654; CultureMech:015655; CultureMech:015656
Trimethylglycine	10	CHEBI:17750	107-43-7	CHEBI:17750	CHEBI:17750	CHEBI:17750	MAPPED	(trimethylammonio)acetate|(trimethylammoniumyl)acetate|1-carboxy-N,N,N-trimethylmethanaminium inner salt|2-N,N,N-trimethylammonio acetate|Bet|Betaine|Glycine betaine|N,N,N-Trimethylglycine|N,N,N-trimethylammonioacetate|Trimethylaminoacetate|Trimethylammonioacetate|Trimethylglycine|abromine|acidol|glycine betaine|trimethylglycocoll	CultureMech:015654; CultureMech:015655; CultureMech:015656
N-Acetyl-glutamic acid	10	CHEBI:17533	1188-37-0		CHEBI:17533	CHEBI:17533	MAPPED	(2S)-2-acetamidopentanedioic acid|N-alpha-Acetyl-L-glutamate	CultureMech:015654; CultureMech:015655; CultureMech:015656
L-Ornithine	10	CHEBI:15729	70-26-8		CHEBI:15729	CHEBI:15729	MAPPED	(2S)-2,5-diaminopentanoic acid|(S)-2,5-Diaminopentanoate|(S)-2,5-Diaminopentanoic acid|(S)-2,5-diaminovaleric acid|(S)-alpha,delta-diaminovaleric acid|(S)-ornithine	CultureMech:015654; CultureMech:015655; CultureMech:015656
Shikimic Acid	10	CHEBI:16119	138-59-0		CHEBI:16119	CHEBI:16119	MAPPED	(3R,4S,5R)-3,4,5-trihydroxycyclohex-1-ene-1-carboxylic acid|3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid|3alpha,4alpha,5beta-trihydroxy-1-cyclohexene-1-carboxylic acid|L-shikimic acid|Shikimate|[3R-(3alpha,4alpha,5beta)]-3,4,5-trihydroxy-1-cyclohexene-1-carboxylic acid	CultureMech:015654; CultureMech:015655; CultureMech:015656
Trigonelline HCl	10	CHEBI:229203	6138-41-6		CHEBI:229203	CHEBI:229203	MAPPED	1-methylpyridin-1-ium-3-carboxylic acid;chloride	CultureMech:015654; CultureMech:015655; CultureMech:015656
n-Acetyl-glutamine	10	CHEBI:133362	5817-09-4		CHEBI:73685	CHEBI:133362	MAPPED	2-(acetylamino)-5-amino-5-oxopentanoic acid|Aceglutamide [INN]|Acetylglutamine|N(2)-acetylglutamine|N-Acetylglutamine	CultureMech:015654; CultureMech:015655; CultureMech:015656
n-Acetyl-lysine	10	CHEBI:61930	1946-82-3		CHEBI:35704	CHEBI:61930	MAPPED	(2S)-2-(acetylamino)-6-aminohexanoic acid|N(2)-acetyl-L-lysine|N(alpha)-acetyl-L-lysine|N(alpha)-acetyllysine|N-alpha-acetyl-L-lysine|N2-Acetyl-L-lysine	CultureMech:015654; CultureMech:015655; CultureMech:015656
n-Acetyl-muramic acid	10	CHEBI:40666	10597-89-4		CHEBI:47966	CHEBI:40666	MAPPED	(R)-2-acetamido-3-O-(1-carboxyethyl)-2-deoxy-D-glucose|2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-aldehydo-D-glucose|aldehydo-N-acetylmuramic acid	CultureMech:015654; CultureMech:015655; CultureMech:015656
sn-glycero-3-phosphocholine	10	CHEBI:36702	28319-77-9		CHEBI:16870	CHEBI:36702	MAPPED	(2R)-2,3-dihydroxypropyl 2-(trimethylammonio)ethyl phosphate|(2R)-2,3-dihydroxypropyl 2-(trimethylazaniumyl)ethyl phosphate|2-{[(2R)-2,3-dihydroxypropoxy](hydroxy)phosphoryloxy}-N,N,N-trimethylethanaminium|Choline alphoscerate|Choline glycerophosphate|Cholini glycerophosphas|GPCho|Glicerofosfato de colina|Glycerol-3-phosphatidylcholine|Glycerophosphate de choline|L-Choline hydroxide 2,3-dihydroxypropyl hydrogen phosphate inner salt|L-alpha-Glycerophosphocholine|L-alpha-Glycerophosphorylcholine|alfoscerate de choline|alfoscerato de colina|alpha-Glycerophosphorylcholine|choline alfoscerate|cholini alfosceras|glycerol-3-phosphocholine|sn-3-GPC	CultureMech:015654; CultureMech:015655; CultureMech:015656
L-glutathione reduced	10	CHEBI:177535				CHEBI:177535	CHEBI_NO_MIM		CultureMech:015731; CultureMech:015732; CultureMech:015733
NaNO	9	CHEBI:34545			NCIT:C54713	CHEBI:34545	MAPPED	NaNO3(CAS: 7631-99-4)|NaNO3(Fisher BP360-500)|NaNO3(autoclave before adding)(Fisher BP360-500)	CultureMech:000038; CultureMech:000050; CultureMech:000043
H BO	9	CHEBI:33118	10043-35-3	CHEBI:33118	CHEBI:33118	CHEBI:33118	MAPPED	B(OH)3|Boric acid|H3BO|H3BO3(Baker 0084)|[B(OH)3]|boric acid|boron trihydroxide|orthoboric acid|trihydroxidoboron	CultureMech:000139; CultureMech:000055; CultureMech:000072
Cyanocobalamin (Vitamin B )	9	CHEBI:17439	68-19-9	CHEBI:17439	CHEBI:17439	CHEBI:17439	MAPPED	CN-Cbl|CO-CYANOCOBALAMIN|Coalpha-[alpha-(5,6-dimethylbenzimidazolyl)]-Cobeta-cyanocobamide|Cyanocob(III)alamin|Cyanocobalamin (B )|Cyanocobalamin (Vitamin B )|Cyanocobalamine|Cyanocobalamin in|Dicopac|Vitamin B12|Vitamin B12 complex|Vitamin B12  (4)|Vitamin B12  (8)|Vitamin B12  (9)|cyanocob(III)alamin|vitamin B-12|vitamin B12 vitamer|vitamin B12 vitamers|vitamins B12	CultureMech:000149; CultureMech:000148; CultureMech:000147
NaS2O3 x 5 H2O	9	CHEBI:32150	10102-17-7	CHEBI:32150	CHEBI:32150	CHEBI:32150	MAPPED	Sodium Thiosulfate Pentahydrate (agar media only,sterile)(Baker 3946)|sodium sulfurothioate--water (1/5)	CultureMech:000612; CultureMech:003856; CultureMech:003889
Pectin	9	CHEBI:17309	9000-69-5		CHEBI:17309	CHEBI:17309	MAPPED	Pektin|Pektine|Poly(1,4-alpha-D-galacturonide)|pectic substance|pectina|pectinas|pectine|pectines|pectins|poly[(1->4)-alpha-D-GalpA]	CultureMech:004003; CultureMech:007908; CultureMech:009511
CaSO4	9	CHEBI:31346	7778-18-9		CHEBI:31346	CHEBI:31346	MAPPED	CaSO4・7H2O|anhydrous gypsum|calcium sulfate|calcium sulfate, anhydrous	CultureMech:004177; CultureMech:006020; CultureMech:007775
Glycyl-glycine	9	CHEBI:17201	556-50-3		CHEBI:17201	CHEBI:17201	MAPPED	Glycylglycine(CAS: 556-50-3)	CultureMech:006719; CultureMech:006721; CultureMech:008767
Casein peptone, tryptic digest	9				FOODON:03315719		MAPPED	Acid-hydrolyzed casein|Casein Enzymic Hydrolysate|Casein enzymic hydrolysate|Casein hydrolysate|Casein hydrolysate (NZ Case TT, Quest International)|Casein peptone, tryptic digest|Casein peptone, tryptic digested|Caseine peptone|Enzymatic digest of casein|Pancreatic Digest of Casein|Pancreatic Digest of Casein (Hardy C6530)|Peptone from casein|casein hydrolysate|casein hydrolyzate acid|mammalian milk protein (hydrolyzed)	CultureMech:007834; CultureMech:007886; CultureMech:008045
Ca(NO3)2・4H2O	9	CHEBI:86159	13477-34-4		CHEBI:86159	CHEBI:86159	MAPPED	(1)  Ca(NO3)2.4H2O|Ca(NO3)2 x 4 H2O (0.1% w/v)|Ca(NO3)2 · 4H2O|Ca(NO3)2.4H2O|Ca(NO3)2x4H2O|Ca(NO3)2·4H2O|Ca(NO3)2・4H2O|Calcium dinitrate tetrahydrate|Calcium nitrate tetrahydrate|calcium nitrate tetrahydrate|calcium nitrate--water (1/4)	CultureMech:007859; CultureMech:008753; CultureMech:008896
